timestamp,current_yaw,target_yaw,angle_error,p_term,i_term,d_term,pid_output
1754724666.1363237,16.82,16.319999999999993,-0.5000000000000071,-2.5000000000000355,0.0,0.24696491868525533,-2.2530350813147804
1754724666.1565719,16.82,16.319999999999993,-0.5000000000000071,-2.5000000000000355,0.0,0.0,-2.5000000000000355
1754724666.1768937,16.82,16.319999999999993,-0.5000000000000071,-2.5000000000000355,0.0,0.0,-2.5000000000000355
1754724666.1971724,16.83,16.319999999999993,-0.5100000000000051,-2.5500000000000256,0.0,-0.24627178355014123,-2.796271783550167
1754724666.2174237,16.83,16.319999999999993,-0.5100000000000051,-2.5500000000000256,0.0,0.0,-2.5500000000000256
1754724666.2376692,16.82,16.319999999999993,-0.5000000000000071,-2.5000000000000355,0.0,0.24698236977536275,-2.2530176302246727
1754724666.2579248,16.82,16.319999999999993,-0.5000000000000071,-2.5000000000000355,0.0,0.0,-2.5000000000000355
1754724666.2782288,16.82,16.319999999999993,-0.5000000000000071,-2.5000000000000355,0.0,0.0,-2.5000000000000355
1754724666.2984567,16.82,16.319999999999993,-0.5000000000000071,-2.5000000000000355,0.0,0.0,-2.5000000000000355
1754724666.3186822,16.82,16.319999999999993,-0.5000000000000071,-2.5000000000000355,0.0,0.0,-2.5000000000000355
1754724666.3389583,16.82,16.319999999999993,-0.5000000000000071,-2.5000000000000355,0.0,0.0,-2.5000000000000355
1754724666.3592649,16.81,16.319999999999993,-0.49000000000000554,-2.4500000000000277,0.0,0.246187943886873,-2.2038120561131547
1754724666.3795197,16.81,16.319999999999993,-0.49000000000000554,-2.4500000000000277,0.0,0.0,-2.4500000000000277
1754724666.3999403,16.8,16.319999999999993,-0.48000000000000753,-2.4000000000000377,0.0,0.244831362293751,-2.1551686377062866
1754724666.4203591,16.8,16.319999999999993,-0.48000000000000753,-2.4000000000000377,0.0,0.0,-2.4000000000000377
1754724666.4408455,16.8,16.319999999999993,-0.48000000000000753,-2.4000000000000377,0.0,0.0,-2.4000000000000377
1754724666.4612038,16.75,16.319999999999993,-0.4300000000000068,-2.150000000000034,0.0,1.2280708329429575,-0.9219291670570766
1754724666.481561,16.75,16.319999999999993,-0.4300000000000068,-2.150000000000034,0.0,0.0,-2.150000000000034
1754724666.5019479,16.73,16.319999999999993,-0.41000000000000725,-2.0500000000000362,0.0,0.4903840712723937,-1.5596159287276425
1754724666.5222342,16.73,16.319999999999993,-0.41000000000000725,-2.0500000000000362,0.0,0.0,-2.0500000000000362
1754724666.5424974,16.73,16.319999999999993,-0.41000000000000725,-2.0500000000000362,0.0,0.0,-2.0500000000000362
1754724666.5627997,16.69,16.319999999999993,-0.3700000000000081,-1.8500000000000405,0.0,0.9852028280835061,-0.8647971719165344
1754724666.5831213,16.69,16.319999999999993,-0.3700000000000081,-1.8500000000000405,0.0,0.0,-1.8500000000000405
1754724666.6034703,16.69,16.319999999999993,-0.3700000000000081,-1.8500000000000405,0.0,0.0,-1.8500000000000405
1754724666.623778,16.69,16.319999999999993,-0.3700000000000081,-1.8500000000000405,0.0,0.0,-1.8500000000000405
1754724666.6440737,16.69,16.319999999999993,-0.3700000000000081,-1.8500000000000405,0.0,0.0,-1.8500000000000405
1754724667.6455975,16.29,-73.71000000000001,-90.0,-450.0,-0.0,-149.8116714938728,-599.8116714938728
1754724667.6658957,16.29,-73.71000000000001,-90.0,-450.0,-0.0,0.0,-450.0
1754724667.6863034,16.29,-73.71000000000001,-90.0,-450.0,-0.0,0.0,-450.0
1754724667.7066302,16.29,-73.71000000000001,-90.0,-450.0,-0.0,0.0,-450.0
1754724667.7269785,16.29,-73.71000000000001,-90.0,-450.0,-0.0,0.0,-450.0
1754724667.7474227,16.29,-73.71000000000001,-90.0,-450.0,-0.0,0.0,-450.0
1754724667.7676935,16.26,-73.71000000000001,-89.97000000000001,-449.8500000000001,-0.0,0.7399884734356521,-449.11001152656445
1754724667.7879746,16.25,-73.71000000000001,-89.96000000000001,-449.80000000000007,-0.0,0.2465294414991798,-449.55347055850086
1754724667.8082764,16.25,-73.71000000000001,-89.96000000000001,-449.80000000000007,-0.0,0.0,-449.80000000000007
1754724667.828549,16.25,-73.71000000000001,-89.96000000000001,-449.80000000000007,-0.0,0.0,-449.80000000000007
1754724667.848889,15.13,-73.71000000000001,-88.84,-444.20000000000005,-0.0,27.53393946498499,-416.66606053501505
1754724667.8692634,15.13,-73.71000000000001,-88.84,-444.20000000000005,-0.0,0.0,-444.20000000000005
1754724667.8896399,15.13,-73.71000000000001,-88.84,-444.20000000000005,-0.0,0.0,-444.20000000000005
1754724667.909946,15.13,-73.71000000000001,-88.84,-444.20000000000005,-0.0,0.0,-444.20000000000005
1754724667.9302351,15.13,-73.71000000000001,-88.84,-444.20000000000005,-0.0,0.0,-444.20000000000005
1754724667.9505594,15.13,-73.71000000000001,-88.84,-444.20000000000005,-0.0,0.0,-444.20000000000005
1754724667.9709523,15.13,-73.71000000000001,-88.84,-444.20000000000005,-0.0,0.0,-444.20000000000005
1754724667.9912417,15.13,-73.71000000000001,-88.84,-444.20000000000005,-0.0,0.0,-444.20000000000005
1754724668.011544,15.13,-73.71000000000001,-88.84,-444.20000000000005,-0.0,0.0,-444.20000000000005
1754724668.031875,1.8,-73.71000000000001,-75.51,-377.55,-0.0,327.77220898602377,-49.77779101397624
1754724668.0521529,-2.55,-73.71000000000001,-71.16000000000001,-355.80000000000007,-0.0,107.25669809767898,-248.5433019023211
1754724668.0724277,-2.55,-73.71000000000001,-71.16000000000001,-355.80000000000007,-0.0,0.0,-355.80000000000007
1754724668.0926952,-2.55,-73.71000000000001,-71.16000000000001,-355.80000000000007,-0.0,0.0,-355.80000000000007
1754724668.1129863,-7.1,-73.71000000000001,-66.61000000000001,-333.05000000000007,-0.0,112.12871596611,-220.92128403389006
1754724668.1333108,-7.1,-73.71000000000001,-66.61000000000001,-333.05000000000007,-0.0,0.0,-333.05000000000007
1754724668.15363,-7.1,-73.71000000000001,-66.61000000000001,-333.05000000000007,-0.0,0.0,-333.05000000000007
1754724668.1739173,-7.1,-73.71000000000001,-66.61000000000001,-333.05000000000007,-0.0,0.0,-333.05000000000007
1754724668.194277,-7.1,-73.71000000000001,-66.61000000000001,-333.05000000000007,-0.0,0.0,-333.05000000000007
1754724668.2147522,-7.1,-73.71000000000001,-66.61000000000001,-333.05000000000007,-0.0,0.0,-333.05000000000007
1754724668.2351925,-7.1,-73.71000000000001,-66.61000000000001,-333.05000000000007,-0.0,0.0,-333.05000000000007
1754724668.2555075,-7.1,-73.71000000000001,-66.61000000000001,-333.05000000000007,-0.0,0.0,-333.05000000000007
1754724668.2758093,-7.1,-73.71000000000001,-66.61000000000001,-333.05000000000007,-0.0,0.0,-333.05000000000007
1754724668.2960722,-25.2,-73.71000000000001,-48.510000000000005,-242.55,-0.0,446.54900004705684,203.99900004705682
1754724668.3163111,-25.2,-73.71000000000001,-48.510000000000005,-242.55,-0.0,0.0,-242.55
1754724668.3365493,-30.01,-73.71000000000001,-43.7,-218.5,-0.0,118.84330776752795,-99.65669223247205
1754724668.3567975,-30.01,-73.71000000000001,-43.7,-218.5,-0.0,0.0,-218.5
1754724668.3770437,-30.01,-73.71000000000001,-43.7,-218.5,-0.0,0.0,-218.5
1754724668.397286,-34.11,-73.71000000000001,-39.60000000000001,-198.00000000000006,-0.0,101.29020827443205,-96.70979172556801
1754724668.4175565,-34.11,-73.71000000000001,-39.60000000000001,-198.00000000000006,-0.0,0.0,-198.00000000000006
1754724668.4379191,-34.11,-73.71000000000001,-39.60000000000001,-198.00000000000006,-0.0,0.0,-198.00000000000006
1754724668.4583423,-34.11,-73.71000000000001,-39.60000000000001,-198.00000000000006,-0.0,0.0,-198.00000000000006
1754724668.4786675,-34.11,-73.71000000000001,-39.60000000000001,-198.00000000000006,-0.0,0.0,-198.00000000000006
1754724668.4991033,-34.11,-73.71000000000001,-39.60000000000001,-198.00000000000006,-0.0,0.0,-198.00000000000006
1754724668.51948,-38.78,-73.71000000000001,-34.93000000000001,-174.65000000000003,-0.0,114.57031702580665,-60.07968297419339
1754724668.5397706,-43.87,-73.71000000000001,-29.84000000000001,-149.20000000000005,-0.0,125.4289302500469,-23.771069749953142
1754724668.5600765,-48.46,-73.71000000000001,-25.250000000000007,-126.25000000000003,-0.0,112.99761325084822,-13.25238674915181
1754724668.5803578,-48.46,-73.71000000000001,-25.250000000000007,-126.25000000000003,-0.0,0.0,-126.25000000000003
1754724668.600636,-48.46,-73.71000000000001,-25.250000000000007,-126.25000000000003,-0.0,0.0,-126.25000000000003
1754724668.620895,-48.46,-73.71000000000001,-25.250000000000007,-126.25000000000003,-0.0,0.0,-126.25000000000003
1754724668.6411927,-48.46,-73.71000000000001,-25.250000000000007,-126.25000000000003,-0.0,0.0,-126.25000000000003
1754724668.6614673,-48.46,-73.71000000000001,-25.250000000000007,-126.25000000000003,-0.0,0.0,-126.25000000000003
1754724668.681761,-48.46,-73.71000000000001,-25.250000000000007,-126.25000000000003,-0.0,0.0,-126.25000000000003
1754724668.7021482,-48.46,-73.71000000000001,-25.250000000000007,-126.25000000000003,-0.0,0.0,-126.25000000000003
